"","degree","eigenvector","closeness","pagerank","betweenness","hubscore","authorities","radiality","clusterrank","densitymnc","lobby","leverage","subgraph","topologicalcoeff","eccentricity","geodkpath","stress","informationcent","localbridge"
"2644",6,0.00959635010701506,2506.18333333333,9.65301218946863e-05,0,1.80114084838826e-15,0.00297853501600335,22.5132873563218,0,5,6,-0.357376283846872,0+0i,0.166666666666667,7,840,0,0.659836173800557,0.348468848996832
"2645",2,0.0125956989987655,2384.11428571429,6.49863735218878e-05,4508.66288131761,0.0177308643706875,8.14224259336622e-05,22.2989425287356,0,1,2,-0.835483870967742,0.00769373223523478+0i,0.5,8,513,0,1.02053168550791,5.5531914893617
"2646",11,0.0203119030138647,2635.30714285714,0.000190100856400904,0,3.31188243943014e-15,0.0121266339620524,22.7142068965517,0,10,11,-0.0297008566423859,0+0i,0.0916481892091648,7,1377,0,1.74760909564569,0.0878513820636762
"2647",8,0.0117427800898162,2559.70952380952,0.000103089437961521,209.631825849589,0.000920864096093414,0.00112404022075307,22.5972413793103,0,7,8,-0.230231172336435,0+0i,0.126315789473684,8,1054,0,0.684927272305277,0.197973893552499
"2648",1,0.00211372753933967,2165.37261904762,6.49863735219189e-05,0,3.00672421870845e-16,8.14224259335281e-05,21.8519540229885,0,0,1,-0.894736842105263,0+0i,1,8,169,473588,1.95450718783375,18
"2649",4,0.0111538361914764,2451.34761904762,7.5323338630052e-05,5374.66752094418,0.00101875912843673,0.00530697974547339,22.4180229885057,0,3,4,-0.560985419808949,-0.00503989464392337+0i,0.254545454545455,7,710,495251,2.00180503291378,0.878070175438596
"265",24,0.117915021986138,2840.32142857143,0.000215046537465597,130895.85618892,0.0024354845499955,0.0833380302389445,22.9995402298851,0,23,13,0.381798613159016,0.00472928746593322+0i,0.0526842948717949,7,2505,0,0.56982641051247,0.0105618239908186
"2650",11,0.0215767536352077,2679.25714285714,7.25363454188758e-05,42168.0213733281,0.00700557300668048,0.000387819746890556,22.7871264367816,0.847222222222222,10,9,-0.0293406537118505,0.0325888242488444+0i,0.0951374207188161,7,1544,106035,1.81229280747949,0.0849462797756028
"2651",16,0.0222581448751967,2670.60476190476,9.9772633916442e-05,34561.5787372792,0.00368279489343558,0.00213521326258622,22.7665287356322,0,15,9,0.354874153118005,0.015572413096997+0i,0.0629734848484848,7,1513,272333,1.88547647996862,0.013411403810893
"2652",1,0.0019387712606038,2169.17857142857,6.46133501759675e-05,0,3.00672421870845e-16,7.21701412102881e-05,21.8613333333333,0,0,1,-0.894736842105263,0+0i,1,8,191,0,1.0460548710264,18
"2653",13,0.0215650073557628,2731.86428571429,7.72988288657531e-05,27196.351714306,0.00681081098958901,0.000630500241141684,22.8592183908046,0,12,11,0.022097286905407,0.00989135027956438+0i,0.0788224121557455,7,1842,0,0.684927272305279,0.0637953448506452
"2654",3,0.00345101955047911,2311.47857142857,7.06158604312795e-05,172.588753336036,0.000117606991369588,0.000162202767590428,22.1559540229885,0,2,3,-0.593650793650794,0+0i,0.333333333333333,7,387,0,1.90438962777022,1.25748502994012
"2655",11,0.0172597754111314,2582.52142857143,6.46133501759675e-05,18642.7221037589,0.00469219616197714,7.21701412116315e-05,22.6335632183908,0,10,6,0.287081511316453,0.0332547023444742+0i,0.0909090909090909,7,1179,148987,1.90813747534409,0.023597427880361
"2656",5,0.00591652322013848,2418.99523809524,8.22318479527589e-05,17563.8985245994,0.000257704382578041,0.000437998635442345,22.3580689655172,0,4,5,-0.249082439299831,0.0147119321616967+0i,0.203703703703704,7,600,0,1.2543509819653,0.233478595231992
"2657",1,0.0019387712606038,2169.17857142857,6.46133501759675e-05,0,3.00672421870845e-16,7.21701412102881e-05,21.8613333333333,0,0,1,-0.894736842105263,0+0i,1,8,191,109935,1.73562087785412,18
"2658",24,0.0556354439740906,2890.29523809524,0.000179275081017911,57255.30853802,0.00442761454883684,0.0111877519589297,23.0617931034483,0,23,13,0.329964353955699,0.00239005790927132+0i,0.0433705080545229,7,2782,0,1.99543097771471,0.0184134396648668
"2659",13,0.0283068763624229,2689.5619047619,8.25867207107606e-05,33972.0588072577,0.0179873353193821,0.00094803817487351,22.7972413793103,0,12,10,0.130502559043078,0.0322061006811455+0i,0.0790747713824637,8,1616,0,1.52117388253117,0.0300722304036733
"266",26,0.081453625646839,2852.29523809524,0.000171624486746947,128872.03832422,0.00485616796496236,0.0291452725671742,23.0104827586207,0,25,13,0.377968929579613,0.0683599243186703+0i,0.0501748251748252,7,2598,0,1.19490896144485,0.0153001326342667
"2660",17,0.0519993863409369,2824.33809523809,0.000127419359204833,176213.908785646,0.0623426118880688,0.000564698737767207,22.9801379310345,0,16,13,0.106616985227626,0.0873086915267957+0i,0.0610111813320369,7,2326,88738,1.91900164879238,0.0367852622698809
"2661",23,0.0404643992564711,2913.6,0.000198356288544411,153664.039792922,0.0161042213028269,0.0043582979776818,23.0943448275862,0.909090909090909,22,13,0.317022516324583,0.0122309959401334+0i,0.0457041104021368,6,2915,0,1.8183209500202,0.013968477844114
"2662",17,0.0371627765668658,2785.21904761905,0.000114211154880302,158856.728401863,0.00321562534830456,0.00408186147216908,22.9291954022989,0,16,12,0.165265329274359,-0.00973064091226862+0i,0.0624249699879952,7,2154,103280,1.94644938262588,0.0354778836873747
"2663",20,0.0684245041065091,2815.64047619048,0.000141527024610264,87329.1247123869,0.00326378048406087,0.0318304629436054,22.9686436781609,0,19,12,0.276932875805835,0.0266354525075152+0i,0.0579896907216495,7,2370,204727,1.98103449220196,0.0219744302417334
"2664",3,0.0105991977938568,2474.52857142857,6.27588117656439e-05,131.554624950213,0.000221193428200598,0.00339093633433254,22.4589425287356,0,2,3,-0.57962962962963,0+0i,0.333333333333333,7,784,0,1.01211592009481,1.10032362459547
"2665",7,0.00925399256766286,2527.44761904762,0.000109105383959211,0,2.10572261173351e-15,0.000816309907222808,22.5471264367816,0,6,7,-0.308088402825245,0+0i,0.146179401993355,7,898,0,1.23772491183866,0.269523151347616
"2666",3,0.00796880409898185,2398.66904761905,9.75908346642189e-05,0,9.0057042419413e-16,0.000455112498141294,22.3271724137931,0,2,3,-0.658625730994152,0+0i,0.333333333333333,7,540,0,1.41826509135559,1.61741835147745
"2667",3,0.00702981964726314,2348.44047619048,8.94547100896622e-05,0,9.0057042419413e-16,0.000429491286578229,22.2284137931034,0,2,3,-0.618546365914787,0+0i,0.333333333333333,8,449,0,1.25103266651399,1.408
"2668",2,0.00717340284709785,2319.1619047619,8.54130475837987e-05,0,6.0134484374169e-16,0.000285890355742111,22.1736091954023,0,1,2,-0.763888888888889,0+0i,0.5,8,403,0,0.672002292144985,3.73333333333333
"2669",2,0.00879165912844426,2307.81428571429,7.32081587111124e-05,0,6.0134484374169e-16,0.00453780260447713,22.152091954023,0,1,2,-0.757352941176471,0+0i,0.5,7,408,0,1.52302396935557,3.62068965517241
"267",29,0.0986839069323196,2949.43333333333,0.000205587344277145,150458.347842179,0.0234939956860954,0.0355798899033811,23.1321379310345,0,29,13,0.395881421972151,0.0408741259094721+0i,0.0413343816691003,6,3225,0,0.642740600649644,0.00938991481309873
"2670",9,0.0131014172842798,2575.61428571429,0.000142706334244978,0,2.71522346566186e-15,0.00164483142046889,22.623724137931,0,8,9,-0.113588263588264,0+0i,0.112256586483391,7,1088,0,0.640806872034128,0.131319160659351
"2671",2,0.0101988154203173,2324.34404761905,7.89327915400757e-05,0,6.0134484374169e-16,0.000252602246875419,22.1788505747126,0,1,2,-0.805429864253394,0+0i,0.5,8,429,621694,2.03730401943408,4.61538461538461
"2672",18,0.0400876004019628,2797.07857142857,0.000116703545192568,52907.3215761681,0.019010221105221,0.00288856136669684,22.9448275862069,0,17,11,0.215763132142442,-0.0139319358855084+0i,0.0581065759637188,7,2217,0,1.25986001104728,0.0300632517248342
"2673",2,0.00580084115403276,2250.09047619048,7.20735079170184e-05,0,6.0134484374169e-16,0.000145688627363953,22.0336551724138,0,1,2,-0.739495798319328,0+0i,0.54,8,300,54602,1.94610077818745,3.33333333333333
"2674",22,0.0449830174079579,2860.61428571429,0.000193246223797687,151090.301723292,0.00715984756734146,0.00279879255532454,23.0253793103448,0,21,12,0.288520809073126,0.0411592942809671+0i,0.0474625775830595,7,2573,0,1.41753616857427,0.0221257090757938
"2675",14,0.038917037445742,2767.25238095238,8.59342020350911e-05,60642.8334794347,0.030665758104032,0.000318745031795479,22.9066666666667,0,13,11,0.0564114763434269,0.130309123670025+0i,0.0722007722007722,7,2047,0,1.52847467998239,0.0348734427856741
"2676",1,0.00410272346888904,2172.19404761905,6.58043135275842e-05,0,3.00672421870845e-16,8.14643670592675e-05,21.8684137931034,0,0,1,-0.875,0+0i,1,8,213,0,1.61753719169436,15
"2677",11,0.0131160310887945,2495.04285714286,0.000136886962554914,17395.0120437847,0.00158827150233139,1.48403186196401e-15,22.4869885057471,0.222222222222222,10,6,0.270456355238964,0.0197265633317192+0i,0.11402157164869,7,869,0,1.69488119792301,0.0398936170212766
"2678",2,0.00969970329946459,2359.08095238095,8.3949914214471e-05,0,6.0134484374169e-16,0.00208189467595384,22.2493793103448,0,1,2,-0.804761904761905,0+0i,0.5,8,499,0,1.25050448568662,4.62162162162162
"2679",3,0.00819828705345609,2361.08571428571,9.21222726244396e-05,0,9.0057042419413e-16,0.000212114225820107,22.2513103448276,0,2,3,-0.688387635756057,0+0i,0.371212121212121,8,496,23067,1.73464716325829,1.80451127819549
"268",13,0.0281586268218394,2679.87619047619,9.65512086690657e-05,139257.412061562,0.00191295189495497,0.00896059474964492,22.7813333333333,0,12,11,0.120596883789483,0.0628117189521636+0i,0.0840236686390533,7,1628,0,1.0033424464688,0.0390464157706359
"2680",15,0.0256275382394476,2723.8619047619,0.000108380967680308,141726.424416069,0.00505015573877131,0.00115234604394621,22.8429425287356,0,14,11,0.192496131892417,-0.0326912548878622+0i,0.0690909090909091,7,1812,0,0.995664378251577,0.0230306353627036
"2681",12,0.0274154727551192,2633.29285714286,7.77947390444949e-05,54989.4970913984,0.00506266703952932,0.00013500640708455,22.7104367816092,0,11,7,0.161667309298888,0.00534296397736169+0i,0.0840395480225989,7,1377,0,2.02878691016839,0.0343763772587043
"2682",2,0.00583734176692199,2311.05,7.63947852113201e-05,0,6.0134484374169e-16,0.000175132981740329,22.160367816092,0,1,2,-0.746153846153846,0+0i,0.5,8,384,13579,1.83299363060486,3.41379310344828
"2683",16,0.143076664419277,2913.72857142857,0.000119218412282666,103870.433989637,0.295006239570055,0.000557110874329963,23.0937931034483,0,15,13,-0.104871405953893,0.0285741767167787+0i,0.0678724928366762,7,2831,102678,2.01531184259819,0.0657136680017653
"2684",22,0.0685245445379277,2901.58809523809,0.000223475687459235,367325.688220136,0.00261325425866743,0.00373250532118039,23.0767816091954,0,21,12,0.225429387574841,0.0584456154446857+0i,0.0477348738218303,7,2816,241630,1.98636218594184,0.0259002151879651
"2685",2,0.012895431642452,2347.44761904762,8.64919566582299e-05,0,6.0134484374169e-16,0.000201777333339773,22.2272183908046,0,1,2,-0.798319327731092,0+0i,0.5,7,439,0,1.38937649939529,4.36363636363636
"2686",4,0.0187815779719819,2506.14285714286,0.000111583485245641,0,1.20268968748338e-15,0.000977646347979141,22.5163218390805,0,3,4,-0.618464052287582,0+0i,0.257042253521127,7,827,0,0.675879147088568,1.03516921035169
"2687",10,0.0156056051937108,2587.71904761905,6.86966301332505e-05,31723.1150934132,0.0124081143812581,0.00023816414149759,22.6445977011494,0,9,7,0.063515895868837,0.0186486362779083+0i,0.102222222222222,8,1152,369313,1.87016118768462,0.0515370957396373
"2688",1,0.0015387213874259,2182.40595238095,6.60732093989848e-05,0,3.00672421870845e-16,0.000132802223755412,21.8900229885057,0,0,1,-0.894736842105263,0+0i,1,8,215,69635,1.8887295918691,18
"2689",3,0.00837040589614043,2445.80714285714,8.71536672737196e-05,0,9.0057042419413e-16,0.00352899271108316,22.4109425287356,0,2,3,-0.703781512605042,0+0i,0.333333333333333,7,693,0,1.50334003320116,1.90909090909091
"269",2,0.011526517645407,2361.60595238095,7.49687990946726e-05,0,6.0134484374169e-16,0.0041005528810455,22.2578390804598,0,1,2,-0.784090909090909,0+0i,0.592592592592593,8,505,190849,1.96692175471958,4.11764705882353
"2690",12,0.0204059516316273,2648.97857142857,7.19769232517132e-05,52131.0680266158,0.0112924641906134,0.000249619248308451,22.7340689655172,0,11,9,0.126965886418219,0.0716809101671509+0i,0.0833333333333333,7,1441,0,1.6899869862217,0.0341970451277205
"2691",13,0.0149965371494464,2660.35952380952,8.92736280881348e-05,53352.930876792,0.00286707482987648,0.000207153333436883,22.752183908046,0.544444444444445,12,9,0.124825101105936,0.065012101150708+0i,0.0780798149219202,7,1461,0,1.7389791424515,0.0511975983498216
"2692",15,0.039727642826707,2753.48333333333,9.34038534930738e-05,57652.0414208858,0.0472873366155572,0.00265143200994955,22.8868965517241,0,14,11,0.0958706423663187,0.0337385210131435+0i,0.0716312056737589,6,1920,0,0.655776907123008,0.030096528002437
"2693",12,0.025623158975895,2732.85476190476,0.000170383992527335,0,3.60228169677652e-15,0.0063405677968368,22.8582988505747,0,11,11,-0.105623347782268,0+0i,0.0833333333333333,7,1856,238714,1.98307591297673,0.101063115639002
"2694",7,0.015025788109619,2565.3619047619,0.000102054692659426,732.740722040258,0.00103829080649353,0.00741520226306956,22.607816091954,0,6,7,-0.317911445279866,0+0i,0.144480519480519,7,1107,274080,1.96052872511843,0.274194407456724
"2695",18,0.0356143602637517,2804.36428571429,0.000135598550323173,103868.025843,0.00494702611815482,0.00439666200545883,22.9554942528736,0,17,12,0.244803783822049,0.0231842396585068+0i,0.0569514237855946,7,2258,219133,1.90980518063054,0.0184008137200043
"2696",3,0.0089114814136088,2449.84285714286,8.81060682152801e-05,0,9.0057042419413e-16,0.00265140545288029,22.4171034482759,0,2,3,-0.724761904761905,0+0i,0.339622641509434,7,722,0,0.660261798835749,2.08550185873606
"2697",2,0.00776594757771748,2330.99761904762,6.37264347613731e-05,6349.9009951028,0.000662249594894198,0.000159919932100855,22.1974252873563,0,1,2,-0.783625730994152,-0.00884303248117647+0i,0.5,7,418,0,1.60159713395125,4.12121212121212
"2698",3,0.00516999881509846,2389.12857142857,7.94499577634828e-05,0,9.0057042419413e-16,0.000373848909743896,22.3070344827586,0,2,3,-0.669736842105263,0+0i,0.333333333333333,7,517,84239,1.82931632743885,1.68140751307656
"2699",6,0.0128174096397506,2524.79523809524,0.000106806686416059,0,1.80114084838826e-15,0.00496141515160608,22.5419770114943,0,5,6,-0.397523910109722,0+0i,0.166666666666667,7,933,89463,1.91434711524247,0.382485289027345
"27",5,0.0139742144084437,2501.98571428571,9.37356693774178e-05,0,1.50372406697549e-15,0.00729936939587037,22.5021609195402,0,4,5,-0.478863826232247,0+0i,0.214925373134328,7,896,0,0.654893583362734,0.552543030384807
"270",17,0.0620998015514141,2802.64523809524,0.000166313611730907,105608.052221943,0.0650103452753599,0.00932367961762096,22.9493333333333,0.588888888888889,16,11,0.223202812150868,0.0431579128644412+0i,0.0615982241953385,7,2289,27519,1.83836139328823,0.0247448223798153
"2700",7,0.0141798466492868,2534.93333333333,6.58290109523738e-05,10035.8298003804,0.000898817393868189,0.00060643951917382,22.560275862069,0,6,6,-0.132489367357788,0.00924935166015562+0i,0.142857142857143,7,974,0,1.79732690263233,0.158329652917288
"2701",10,0.014514604049379,2607.39047619048,0.00012741782648547,0,3.00744813395098e-15,0.00338986148321505,22.671632183908,0,9,10,-0.0965508205917413,0+0i,0.100847457627119,7,1222,140231,1.87520518359464,0.116664400458422
"2702",1,0.00108274238051033,2103.825,6.04709389504442e-05,0,3.00672421870845e-16,0.000309315373859249,21.7103448275862,0,0,1,-0.833333333333333,0+0i,1,8,125,0,1.02213524309412,11
"2703",1,0.00108274238051033,2103.825,6.04709389504442e-05,0,3.00672421870845e-16,0.000309315373859249,21.7103448275862,0,0,1,-0.833333333333333,0+0i,1,8,125,0,0.660261798835747,11
"2704",9,0.0166747638777989,2652.48095238095,0.000172979610976804,0,2.71522346566186e-15,0.00269515327078617,22.7455632183908,0,8,8,-0.135716876039018,0+0i,0.112917795844625,8,1424,38880,1.46208485765748,0.102176189324414
"2705",9,0.0159337674061255,2637.77619047619,0.00012861126705128,0,2.71522346566186e-15,0.00137613186790922,22.7241379310345,0,8,9,-0.217778598213381,0+0i,0.112044817927171,7,1330,0,0.648664295191373,0.170817912341511
"2706",6,0.0153131535311386,2594.9,6.32167028843959e-05,17605.2348298654,0.0109562236554044,0.00042351932699309,22.6598620689655,0,5,6,-0.472074416811259,0.0428092289553823+0i,0.168333333333333,7,1188,0,1.41039069951529,0.456229722643216
"2707",2,0.00425372187683068,2269.32857142857,7.20350866658749e-05,0,6.0134484374169e-16,0.00065836829195913,22.0739310344828,0,1,2,-0.755555555555556,0+0i,0.5,8,308,0,0.64866429519137,3.58620689655172
"2708",1,0.00246829438764494,2156.02142857143,6.32167028844347e-05,0,3.00672421870845e-16,0.00042351932699242,21.8344827586207,0,0,1,-0.857142857142857,0+0i,1,8,168,174654,1.96872650928224,13
"2709",16,0.0270711125454184,2760.89285714286,9.53307601253714e-05,60380.2252701913,0.0119967539068785,0.00256062584265796,22.9016091954023,0,15,11,0.18902832696165,0.0762050652838406+0i,0.0646929824561404,7,1967,0,1.6219061727298,0.0334106838423762
"271",1,0.00695761497441571,2300.5130952381,6.80387640159857e-05,0,3.00672421870845e-16,0.000804274632999595,22.1428045977012,0,0,1,-0.904761904761905,0+0i,1,8,353,0,0.667980424929243,20
"2710",26,0.138394450399419,2926.37619047619,0.000174961273974414,115660.101922465,0.051134934697447,0.0870344635791627,23.104091954023,0,25,13,0.335424720101191,0.0761813534805886+0i,0.0434782608695652,7,3045,0,1.40951066255978,0.0151524912110171
"2711",2,0.00736797322069193,2264.70952380952,7.85317750084542e-05,0,6.0134484374169e-16,0.00521218439831568,22.0626206896552,0,1,2,-0.787114845938375,0+0i,0.571428571428571,8,334,68110,1.79756976262567,4.19117647058824
"2712",2,0.00736797322069193,2264.70952380952,7.85317750084542e-05,0,6.0134484374169e-16,0.00521218439831568,22.0626206896552,0,1,2,-0.787114845938375,0+0i,0.571428571428571,8,334,41301,1.8464540515138,4.19117647058824
"2713",3,0.0126074439074272,2350.91666666667,8.57089438577344e-05,0,9.0057042419413e-16,0.0100339208326467,22.2309885057471,0,2,3,-0.672979797979798,0+0i,0.385964912280702,8,515,159973,1.98847766169841,1.69876203576341
"2714",17,0.152122414573509,2940.07857142857,0.000181114719810857,98418.5889040833,0.315265599135282,0.0018839103457761,23.1249655172414,0,16,14,-0.130865878140799,0.073714322470823+0i,0.0718954248366013,7,3020,0,0.659246546858761,0.0591865774276816
"2715",12,0.0628622252643138,2718.89047619048,6.93574306930293e-05,27942.1123307462,0.0181168755916449,0.000891230119552057,22.8388045977011,0,11,11,-0.0163427241459278,0.0840462563949236+0i,0.0844748858447489,7,1826,100291,1.96509190901307,0.08024369714217
"2716",12,0.0430920382555778,2682.35714285714,7.79233363383457e-05,28073.7507183182,0.00222104065755339,0.00179643975539167,22.784183908046,0,11,10,0.0716983491125368,0.103624469573293+0i,0.0880376344086022,7,1689,34985,1.76895983423504,0.0513160963881363
"2717",2,0.00468593667594974,2279.3130952381,6.88603641132058e-05,0,6.0134484374169e-16,0.000931096231673673,22.0920459770115,0,1,2,-0.732142857142857,0+0i,0.5,8,331,521053,2.03010317831079,3.23076923076923
"2718",8,0.0109752642163086,2487.83095238095,0.000101717624068035,1556.1955988456,3.23943744040021e-05,0.00136860853681143,22.4785287356322,0,7,8,-0.132911825017088,0+0i,0.142123287671233,7,775,0,1.62804673994242,0.138850999884406
"2719",1,0.000339462775342818,1888.44523809524,0.000116594159973514,0,3.00672421870845e-16,1.35195297149551e-16,21.1325057471264,0,0,1,-0.333333333333333,0+0i,1,8,30,0,1.68034560410055,2
"272",14,0.159065710989996,2900.6880952381,0.000102636328133453,76807.86671033,0.335703443594221,0.00931284782319433,23.0760459770115,0,13,13,-0.265820884219167,0.0402212323494793+0i,0.0856697819314642,7,2833,0,1.23690827555791,0.112571726837791
"2720",13,0.19939839294459,2923.49761904762,0.000104214796251738,65290.9297721248,0.450430931967164,0.000327319392201559,23.1046436781609,0,12,11,-0.367518099187073,0.0641361225250751+0i,0.0957264957264957,7,2946,0,1.40353414564462,0.141979194260147
"2721",15,0.026517718196203,2754.17619047619,0.000103257271350628,117779.85826194,0.00162744847331834,0.0021998759775132,22.888275862069,0,14,11,0.206989612559905,0.0296276181581838+0i,0.0674074074074074,7,1958,51836,1.90892346492779,0.0183911704186994
"2722",5,0.0139154231552649,2528.54761904762,0.000106811434534292,0,1.50372406697549e-15,0.00315093104353298,22.551816091954,0,4,5,-0.441666666666667,0+0i,0.205555555555556,8,940,24989,1.838885882972,0.488264511357855
"2723",1,0.00627573089171188,2365.96428571429,7.54020541096235e-05,0,3.00672421870845e-16,7.87689410024259e-05,22.2668505747126,0,0,1,-0.9375,0+0i,1,8,496,49836,1.76380678683894,31
"2724",1,0.00627573089171188,2365.96428571429,7.54020541096235e-05,0,3.00672421870845e-16,7.87689410024259e-05,22.2668505747126,0,0,1,-0.9375,0+0i,1,8,496,0,1.04518475519134,31
"2725",5,0.00655682223498404,2463.12857142857,9.08356720006699e-05,0,1.50372406697549e-15,0.000603059861838605,22.4387126436782,0,4,5,-0.450069581261532,0+0i,0.20327868852459,8,695,0,0.681457644994571,0.524359649235431
"2726",13,0.0159389768153101,2618.50238095238,7.95495121272454e-05,21896.9653722511,0.00497198911416011,0.000404849861791124,22.6925057471264,0,12,7,0.303539070622982,0.0492238804984342+0i,0.0776556776556777,7,1251,0,1.60936625531319,0.0230527223986324
"2727",14,0.0318437244462467,2694.7619047619,8.33838593566717e-05,65396.6397366161,0.018515307678467,0.00185031322652157,22.8014712643678,0,13,10,0.191045713019148,0.136616198878772+0i,0.0719178082191781,7,1665,0,1.24893421151056,0.0266162001420005
"2728",4,0.00673013059762321,2382.85476190476,8.25644136408622e-05,0,1.20268968748338e-15,0.00267799437637849,22.2914942528736,0,3,4,-0.510423116615067,0+0i,0.260869565217391,7,554,0,0.681457644994569,0.768266475644699
"2729",5,0.00608886214376307,2432.0880952381,8.03057131086474e-05,31531.9000592868,1.52543879866662e-15,0.000491394156079051,22.384,0,4,5,-0.394444444444444,0.0106801673671028+0i,0.203846153846154,7,623,253077,1.97481474893761,0.459069020866774
"273",16,0.0379578079967861,2755.22142857143,0.00011009244650962,78504.8195107042,0.00378729395852671,0.00957636199188736,22.8864367816092,0,15,11,0.226811950316007,0.0920658893849865+0i,0.06640625,8,2037,274,0.913569193042643,0.0204308171360046
"2730",9,0.0378974460442345,2683.95714285714,0.000237719262950625,0,2.71522346566186e-15,0.00193840815539612,22.792275862069,0,8,9,-0.264613817554994,0+0i,0.114605171208945,7,1541,0,0.659963226468265,0.166202010109637
"2731",1,0.000622193620816396,2053.70714285714,6.15436680008344e-05,0,3.00672421870845e-16,3.52116047913663e-05,21.5861149425287,0,0,1,-0.857142857142857,0+0i,1,8,94,454,1.24884776062187,13
"2732",6,0.0107033116452644,2517.22142857143,0.00011781639433565,0,1.80114084838826e-15,0.00337835077932926,22.5312183908046,0,5,6,-0.406298675076438,0+0i,0.170886075949367,7,875,0,0.659963226468265,0.391419156084628
"2733",1,0.000622193620816396,2053.70714285714,6.15436680008344e-05,0,3.00672421870845e-16,3.52116047913663e-05,21.5861149425287,0,0,1,-0.857142857142857,0+0i,1,8,94,0,0.659963226468261,13
"2734",17,0.0206385007161087,2721.18095238095,0.000108179184329921,98083.0878532049,0.00199262825538846,0.000867513964921794,22.8388045977011,0,16,11,0.259601215965313,0.0361524354417461+0i,0.0591596638655462,7,1724,0,1.75209335983397,0.0166051547756881
"2735",1,0.000622193620816396,2053.70714285714,6.15436680008344e-05,0,3.00672421870845e-16,3.52116047913663e-05,21.5861149425287,0,0,1,-0.857142857142857,0+0i,1,8,94,0,0.659963226468262,13
"2736",12,0.0408447076652161,2721.35476190476,7.02083659281396e-05,210738.937212723,0.00462147975809883,0.000124983795224308,22.8425747126437,0,11,11,-0.0650655512872663,0.199558111150313+0i,0.0866013071895425,7,1827,0,1.53399929771138,0.0910187148106121
"2737",1,0.000622193620816396,2053.70714285714,6.15436680008344e-05,0,3.00672421870845e-16,3.52116047913663e-05,21.5861149425287,0,0,1,-0.857142857142857,0+0i,1,8,94,0,0.65996322646826,13
"2738",21,0.0518907854594379,2901.67142857143,0.000146618623711443,146398.186470992,0.00495044785295037,0.0137294324445472,23.0757701149425,0.888888888888889,20,13,0.244068665900893,-0.0230374670568361+0i,0.0487645229913271,7,2875,240346,1.99287185178112,0.0194325679500386
"2739",2,0.00491896770540485,2314.98333333333,7.67211915828683e-05,0,6.0134484374169e-16,0.00123037000809431,22.1644137931034,0,1,2,-0.788888888888889,0+0i,0.516129032258065,8,392,1145,1.38804159566248,4.23529411764706
"274",2,0.00746224741678136,2338.84523809524,8.0544992969678e-05,0,6.0134484374169e-16,0.000870149535501773,22.2167356321839,0,1,2,-0.709090909090909,0+0i,0.5,8,420,0,1.89525672017164,2.85714285714286
"2740",2,0.00289256435671259,2220.64880952381,0.000117950150296049,0,6.0134484374169e-16,0.000905559157208091,21.9743448275862,0,1,2,-0.4,0+0i,0.5,8,239,0,1.69640332225228,0.9
"2741",11,0.102140250634021,2829.12142857143,6.65030961909772e-05,36480.0820624013,0.200168044974057,0.00090174746570485,22.9915402298851,0,10,11,-0.257084632287031,0.161140286538523+0i,0.0972270972270972,7,2332,0,0.667784039009731,0.0625871341194518
"2742",1,0.00282276020587131,2213.16547619048,6.6503096191049e-05,0,3.00672421870845e-16,0.00090174746570351,21.9608275862069,0,0,1,-0.894736842105263,0+0i,1,8,228,244683,1.77015452879009,18
"2743",4,0.0100544741138877,2427.20476190476,8.20598131346688e-05,0,1.20268968748338e-15,0.00634456808887715,22.3754482758621,0,3,4,-0.525757575757576,0+0i,0.25,7,640,299919,1.98159322995495,0.798387096774194
"2744",16,0.0680691218412326,2801.43571428571,0.000120964841822775,210951.766164749,0.102489894688785,0.00927859825199113,22.9488735632184,0,15,12,0.1486457696708,0.0530980551689221+0i,0.0638706140350877,7,2200,0,1.68686591603877,0.0216344646687474
"2745",5,0.0062585847177516,2449.14285714286,0.000206425707927656,0,1.50372406697549e-15,0.000329726313672006,22.4130574712644,0,4,4,-0.308018609742748,0+0i,0.2,7,662,0,1.75646112746452,0.304507512520868
"2746",1,0.0125398443021053,2306.0619047619,7.83284213505616e-05,0,3.00672421870845e-16,8.27739638180351e-05,22.1484137931034,0,0,1,-0.944444444444444,0+0i,1,8,355,0,1.24768842025909,35
"2747",17,0.0245040869949996,2621.55714285714,0.00013192142535597,34816,5.69922594104787e-15,0.00446071753396138,22.6902988505747,0,16,10,0.482525195317186,0+0i,0.0608007909045971,7,1254,115555,1.92978685760837,0.00675363480152736
"2748",2,0.0183435447820545,2422.30952380952,8.78385169567214e-05,0,6.0134484374169e-16,0.00457711406292303,22.3668965517241,0,1,2,-0.845945945945946,0+0i,0.5,8,625,159731,1.86180023709822,5.94339622641509
"2749",1,0.0125398443021053,2306.0619047619,7.83284213505616e-05,0,3.00672421870845e-16,8.27739638180351e-05,22.1484137931034,0,0,1,-0.944444444444444,0+0i,1,8,355,19849,1.40690758464761,35
"275",23,0.0361778653589041,2840.93333333333,0.000168598552945083,54015.2302168005,0.00374858279855263,0.00583685218728887,22.9995402298851,0,22,12,0.394216303773001,0.0175481299988814+0i,0.0447516827360378,6,2448,6735,1.02158779643363,0.00915168881546416
"2750",4,0.015665832388719,2462.47857142857,0.000100232650482334,0,1.20268968748338e-15,0.000555783847243215,22.4394482758621,0,3,4,-0.546751494119915,0+0i,0.25,7,691,0,0.640699256847281,0.816062176165803
