,degree,eigenvector,closeness,pagerank,betweenness,hubscore,authorities,radiality,clusterrank,dmnc,lobby,leverage,subgraph,topologicalcoeff,eccentricity,geodkpath,stress,informationcent,localbridge,,,,,,
5254,0.117647059,0.024512184,0.625261387,0.042372833,0.2052283,0.004467933,0.00101194,0.799069483,0.305343511,0.095238095,0.578947368,0.503544718,2.72E-05,0.068473184,0.25,0.29733935,0,0.718826122,0.000846649,,,,,,
5255,0.107843137,0.027642768,0.598564592,0.027513658,0.110919231,0.006258011,0.000648983,0.779942195,0.108396947,0.087301587,0.421052632,0.583555821,1.51E-05,0.075332953,0.25,0.268398942,0.080704955,0.867475452,0.000352362,,,,,,
5256,0.098039216,0.341696659,0.697504548,0.031080044,0.050534612,0.965791775,0.000284147,0.844890382,0.169847328,0.079365079,0.526315789,0.227990491,1.24E-06,0.122287875,0.25,0.421191847,0,0.194475276,0.002959724,,,,,,
5258,0.12745098,0.011579518,0.537689552,0.12800915,0.039011562,0.004141014,0.000218922,0.73318138,0.032061069,0.103174603,0.315789474,0.731677342,3.07E-06,0.063988706,0.25,0.170219387,0,0.637292282,0.000249112,,,,,,
5264,0.049019608,0.008596643,0.49821119,0.070768889,0.080237366,0.000600337,0.00017767,0.702258148,0,0.03968254,0.210526316,0.42484375,3.71E-06,0.157139958,0.25,0.128053524,0.035255153,0.816793224,0.002107439,,,,,,
5270,0.117647059,0.024665607,0.605388371,0.056939284,0.083789252,0.008768081,0.0002199,0.784571281,0.118320611,0.095238095,0.473684211,0.572268101,1.34E-05,0.068303395,0.25,0.269488097,0.052430525,0.808452482,0.000485872,,,,,,
5272,0.107843137,0.026726891,0.594604039,0.01803391,0.024442612,0.012966609,0.00011594,0.777145945,0.348091603,0.087301587,0.526315789,0.553120262,7.56E-07,0.080680511,0.25,0.254239925,0.029536706,0.72038656,0.000552967,,,,,,
5276,0.098039216,0.030115889,0.581585081,0.037796207,0.049462157,0.00214006,0.002545386,0.767911272,0,0.079365079,0.421052632,0.537567001,1.92E-05,0.084315837,0.25,0.235568695,0.089613612,0.844299919,0.00075046,,,,,,
5282,0.137254902,0.088398607,0.666790274,0.058880006,0.072275654,0.171964009,0.001061457,0.826280048,0,0.111111111,0.578947368,0.554750497,6.22E-06,0.060943267,0,0.368134433,0.005021166,0.375518357,0.000315522,,,,,,
5284,0.176470588,0.035791644,0.656708425,0.142299086,0.246609923,0.004490963,0.001115236,0.818643231,0,0.142857143,0.578947368,0.669846644,9.10E-06,0.043978939,0.25,0.35802085,0,0.189074223,0.000232544,,,,,,
5285,0.12745098,0.022673934,0.59598236,0.049515348,0.127109154,0.003495201,0.002867846,0.777474916,0,0.103174603,0.526315789,0.611966025,4.43E-06,0.060813096,0.25,0.250194492,0,0.826406362,0.000417667,,,,,,
5287,0.019607843,0.004310719,0.415307237,0.025942839,0.000483062,0.00043155,0.000238447,0.626688911,0,0.015873016,0.105263158,0.213523132,0,0.325711966,0.25,0.065504901,0.038967138,0.863472408,0.012742359,,,,,,
5288,0.147058824,0.038939866,0.625147537,0.07333294,0.159181417,0.001034804,0.000887103,0.798129567,0,0.119047619,0.578947368,0.631719985,1.74E-05,0.053598961,0.25,0.30169597,0,0.68410997,0.000347857,,,,,,
5292,0.117647059,0.019934066,0.597054253,0.033430078,0.054546945,0.003349588,0.000283142,0.7787673,0,0.095238095,0.473684211,0.611277987,9.28E-06,0.066370415,0.25,0.257507391,0,0.820844177,0.000416583,,,,,,
5293,0.098039216,0.026433696,0.600621173,0.01109641,0.011421607,0.030745008,6.70E-05,0.782268487,0,0.079365079,0.368421053,0.538536557,3.71E-06,0.081784571,0.25,0.258596546,0.011334122,0.765380095,0.000688801,,,,,,
5295,0.12745098,0.017774235,0.560264707,0.048724412,0.037737214,0.00465226,0.000389819,0.750781305,0,0.103174603,0.421052632,0.727851253,5.28E-06,0.062202425,0.25,0.202271666,0,0.381841241,0.000145976,,,,,,
5297,0.156862745,0.023103776,0.581513622,0.070795659,0.05753326,0.003309383,0.001338991,0.765514486,0,0.126984127,0.473684211,0.743095862,4.41E-07,0.048063952,0.25,0.234168352,0,0.628024659,0.000222913,,,,,,
5298,0.117647059,0.057851168,0.612801995,0.033216861,0.063679018,0.10177812,0.000159281,0.789482341,0,0.095238095,0.473684211,0.582947769,6.82E-06,0.070874768,0.25,0.273689124,0,0.825397958,0.000319492,,,,,,
5299,0.098039216,0.048648938,0.580056574,0.013109794,0.01375113,0.099414342,2.98E-05,0.766900862,0,0.079365079,0.263157895,0.657731804,1.16E-06,0.081888681,0.25,0.223587988,0,0.580376668,0.000281374,,,,,,
5302,0.147058824,0.164494304,0.710955896,0.065058124,0.080748857,0.314172438,0.003274601,0.854101558,0.247328244,0.119047619,0.631578947,0.465304041,3.74E-05,0.062816937,0.25,0.454488875,0,0.506457402,0.000713577,,,,,,
5306,0.068627451,0.021216705,0.533397136,0.039328813,0.011822367,0.024717607,0.00047334,0.730878586,0,0.055555556,0.263157895,0.498065134,1.11E-06,0.122981945,0.25,0.161817333,0.164169523,0.856235298,0.001171451,,,,,,
5307,0.12745098,0.047175186,0.606457842,0.042016509,0.052073613,0.003831814,0.000641549,0.785652184,0,0.103174603,0.473684211,0.635571392,2.38E-05,0.064374476,0.25,0.276023028,0,0.494535798,0.000278828,,,,,,
5308,0.019607843,0.005242493,0.438835589,0.022716552,0.001744107,0.002846031,0.000247265,0.648471462,0,0.015873016,0.105263158,0.173844236,0,0.325711966,0.25,0.07717442,0.05081144,0.76718642,0.015892831,,,,,,
5310,0.12745098,0.034456814,0.635237864,0.063068756,0.170191201,0.004557731,0.00068463,0.806048359,0,0.103174603,0.526315789,0.551451634,3.48E-06,0.060813096,0.25,0.316321768,0,0.674484455,0.000647857,,,,,,
5311,0.009803922,0.013471209,0.43816823,0.019516303,0.002873681,0.028385977,0.000149014,0.649152901,0,0.007936508,0.052631579,0.09137534,6.32E-07,0.494283975,0.25,0.074218142,0.016343166,0.568927969,0.047271071,,,,,,
5314,0.098039216,0.008450536,0.513383623,0.008464837,0.025352605,0.004015667,0.000108442,0.713490143,0,0.079365079,0.315789474,0.681277317,3.87E-06,0.082630073,0.25,0.13738914,0.111413811,0.852974635,0.000245806,,,,,,
5315,0.245098039,0.041892233,0.685421832,0.437640683,0.110974666,0.00533682,0.017596884,0.837559038,0,0.198412698,0.578947368,0.784402271,1.74E-06,0.029329002,0.25,0.407344017,0,0.367548319,0.000100011,,,,,,
5320,0.107843137,0.02120527,0.606713401,0.022131817,0.060758285,0.009877234,0.000185075,0.785957657,0,0.087301587,0.473684211,0.56154791,9.05E-06,0.072853953,0.25,0.270421659,0,0.372153605,0.00039815,,,,,,
5326,0.019607843,0.009645712,0.46733704,0.042802221,0.00045204,0.000256121,0.001094127,0.675118077,0,0.015873016,0.105263158,0.171282686,0,0.333041184,0.5,0.105181267,0.016889712,0.654594018,0.016174764,,,,,,
5329,0.18627451,0.054899713,0.66587099,0.118025808,0.093644916,0.065935482,0.003842108,0.825645605,0.076335878,0.150793651,0.578947368,0.682860325,3.35E-06,0.041476895,0.25,0.365956123,0.052722508,0.860249408,0.000232892,,,,,,
5330,0.137254902,0.023723769,0.60421474,0.067999913,0.030123637,0.011568576,0.006205908,0.78424231,0,0.111111111,0.368421053,0.687989013,9.27E-07,0.057354379,0.25,0.262330792,0.096164265,0.948841103,0.000306398,,,,,,
5335,0.107843137,0.051766301,0.617474721,0.020246793,0.164691875,0.007918856,0.000135651,0.794158423,0.119083969,0.087301587,0.526315789,0.528872758,7.12E-06,0.078049666,0.25,0.296716975,0.538414794,0.961231993,0.000744902,,,,,,
5341,0.147058824,0.026385229,0.597559314,0.067596313,0.093626922,0.005565995,0.000702614,0.778649811,0,0.119047619,0.526315789,0.695782949,8.18E-06,0.053046742,0.25,0.249727711,0.08190135,0.8490258,0.00019839,,,,,,
5342,0.12745098,0.258103753,0.701251935,0.045279108,0.070394113,0.684385385,0.000479026,0.847921611,0.149618321,0.103174603,0.578947368,0.393752759,1.45E-05,0.083219561,0.25,0.426170842,0.047941675,0.828754645,0.001016315,,,,,,
5345,0.029411765,0.007876873,0.458884226,0.031894483,0.000168955,0.000164619,0.000799846,0.667833729,0,0.023809524,0.157894737,0.273279703,0,0.241425962,0.25,0.093667341,0,0.184599863,0.007033786,,,,,,
5347,0.156862745,0.229861629,0.714342351,0.073717896,0.087806733,0.577639156,0.004506695,0.855464436,0.166030534,0.126984127,0.631578947,0.507064435,1.65E-05,0.062184337,0.25,0.451065816,0.043454406,0.785455536,0.000299411,,,,,,
5349,0.12745098,0.039449109,0.617448075,0.051020598,0.133540738,0.005631922,0.001342296,0.79340649,0,0.103174603,0.526315789,0.61529366,1.28E-05,0.06171616,0.25,0.292515948,0,0.719629616,0.00030178,,,,,,
5352,0.098039216,0.039461071,0.612785038,0.043913644,0.315368687,0.031617597,0.000629848,0.790798224,0,0.079365079,0.421052632,0.515020116,2.31E-05,0.080516317,0.25,0.284425082,0.073851251,0.764331481,0.000651564,,,,,,
5354,0.12745098,0.032685951,0.605698433,0.042643849,0.023374216,0.006434617,0.000686845,0.785393707,0,0.103174603,0.473684211,0.616693666,6.20E-06,0.06384436,0.25,0.268554536,0,0.635790637,0.000470782,,,,,,
5355,0.117647059,0.021226916,0.588946624,0.043559779,0.093043698,0.00802651,0.002428143,0.77340978,0,0.095238095,0.368421053,0.634282226,1.13E-05,0.066370415,0.25,0.241481251,0.099002408,0.854290829,0.00045497,,,,,,
5357,0.039215686,0.004568367,0.446332784,0.039174947,0.007800964,6.42E-05,0.000546569,0.655074371,0,0.031746032,0.157894737,0.46938986,0,0.190854359,0.5,0.08713241,0.00277437,0.625312108,0.001323946,,,,,,
5359,0.098039216,0.020559615,0.559263063,0.012082739,0.023944418,0.010423966,5.57E-05,0.750264351,0.091603053,0.079365079,0.368421053,0.590761215,6.89E-06,0.083986067,0.25,0.205072351,0.053449832,0.822721171,0.000528545,,,,,,
5364,0.009803922,0.003287406,0.36835227,0.010397985,0.006499224,1.36E-05,0.000127772,0.579458138,0,0.007936508,0.052631579,0.154041688,4.31E-06,0.494283975,0.25,0.040609927,0,0.771304321,0.027853467,,,,,,
5372,0.18627451,0.059994231,0.668805675,0.215679692,0.195210378,0.072058594,0.007240636,0.827125972,0,0.150793651,0.473684211,0.688593205,1.39E-06,0.039972006,0.25,0.372491053,0.048658457,0.806667148,0.000241204,,,,,,
5373,0.098039216,0.016950804,0.575514655,0.017841352,0.021908406,0.008907528,0.000171862,0.764104613,0,0.079365079,0.315789474,0.616286031,1.59E-06,0.080516317,0.25,0.223743582,0.201599268,0.863632628,0.000463157,,,,,,
5376,0.137254902,0.029990775,0.653841565,0.053277379,0.211772287,0.004333067,0.003084352,0.817703316,0,0.111111111,0.526315789,0.595746522,5.48E-06,0.056606968,0.25,0.353197448,0,0.501268726,0.000298637,,,,,,
5377,0.019607843,0.00461027,0.423855734,0.023325232,0.007532437,0.000292079,0.00019187,0.634537209,0,0.015873016,0.105263158,0.180986274,2.32E-06,0.325711966,0.5,0.069394741,0,0.680829754,0.015448255,,,,,,
5382,0.009803922,0.007168409,0.421963873,0.00964562,0.00232815,0.005224691,0.001051097,0.633620791,0,0.007936508,0.052631579,0.108286731,1.69E-06,0.494283975,0.25,0.068616773,0.146499783,0.875555661,0.039850614,,,,,,
5383,0.019607843,0.005316754,0.429027466,0.020956177,0.004234256,0.000671567,0.001223655,0.639824236,0,0.015873016,0.105263158,0.190342614,1.90E-06,0.325711966,0.25,0.07110627,0,0.659135703,0.014608828,,,,,,
5385,0.176470588,0.041974148,0.677820476,0.116890664,0.141260161,0.008346218,0.004308072,0.834316329,0,0.142857143,0.578947368,0.66680939,1.35E-06,0.043160362,0,0.395207717,0.051119762,0.382790296,0.000190263,,,,,,
5386,0.137254902,0.054310683,0.656151283,0.067147932,0.159458978,0.067459184,0.001267816,0.81977113,0,0.111111111,0.526315789,0.576653865,5.70E-06,0.057431408,0.25,0.346973705,0,0.19761598,0.000398915,,,,,,
5389,0.078431373,0.022388651,0.577435584,0.113043355,0.003634236,0.000255407,0.007648544,0.765514486,0,0.063492063,0.421052632,0.448078085,0,0.101901672,0.25,0.225610705,0,0.719777386,0.001334567,,,,,,
5398,0.12745098,0.194125819,0.715237412,0.0501416,0.078085982,0.457381498,0.000534679,0.856733322,0,0.103174603,0.631578947,0.389191516,7.63E-06,0.074978811,0.25,0.461023806,0,0.19761598,0.001000267,,,,,,
5402,0.107843137,0.021264289,0.589582493,0.027928273,0.038385156,0.010923326,0.000171865,0.773503771,0,0.087301587,0.421052632,0.593271273,1.99E-06,0.074150661,0.25,0.246615839,0.160526582,0.864947251,0.000492537,,,,,,
5403,0.205882353,0.037618661,0.664303725,0.257040965,0.223040359,0.006977934,0.008740923,0.823295815,0,0.166666667,0.578947368,0.71254193,2.64E-06,0.040194697,0.25,0.366111716,0,0.847052202,0.000153804,,,,,,
5406,0.166666667,0.021788805,0.627224708,0.153552307,0.077611523,0.004027746,0.001495983,0.799703926,0,0.134920635,0.526315789,0.680928389,3.49E-07,0.048154758,0.25,0.299362066,0.046970329,0.829837179,0.000286026,,,,,,
5408,0.137254902,0.020535285,0.603878032,0.138895654,0.064550153,0.005344768,0.003815997,0.78346688,0,0.111111111,0.473684211,0.646849601,2.04E-05,0.058229494,0.25,0.265909445,0,0.498251276,0.000352079,,,,,,
5409,0.039215686,0.012138225,0.495665293,0.017648618,0.005446796,0.00136978,0.003880805,0.699908358,0,0.031746032,0.210526316,0.335691823,1.35E-06,0.208444482,0.5,0.123696904,0,0.496033156,0.003710009,,,,,,
5410,0.009803922,0.006907735,0.413611587,0.01355305,0.003181085,0.000520103,0.003407103,0.624997063,0,0.007936508,0.052631579,0.11621759,8.45E-07,0.494283975,0.5,0.065193714,0.001747684,0.394749071,0.037463334,,,,,,
5412,0.039215686,0.014198259,0.484856737,0.054520815,0.001855281,0.000294745,0.004879375,0.689663275,0,0.031746032,0.210526316,0.331405958,1.56E-07,0.194403244,0.5,0.122607749,0.093293974,0.83644166,0.004127498,,,,,,
5413,0.107843137,0.020890251,0.565477619,0.029363895,0.064488411,0.003157869,0.000200047,0.754822943,0,0.087301587,0.368421053,0.62409055,1.25E-05,0.075891287,0.25,0.215030341,0.043119205,0.847612718,0.000357963,,,,,,
5415,0.117647059,0.295929695,0.695037378,0.033012739,0.042286582,0.811238192,0.000211907,0.84324553,0.132824427,0.095238095,0.526315789,0.367809305,2.11E-06,0.094941941,0.25,0.41310098,0,0.680717965,0.001061884,,,,,,
5416,0.137254902,0.032405596,0.616021307,0.058461761,0.123148556,0.009315539,0.00044093,0.791996616,0,0.111111111,0.473684211,0.640795463,5.64E-06,0.057759597,0.25,0.292360355,0,0.634122235,0.000381572,,,,,,
5423,0.098039216,0.039183307,0.569417583,0.01005086,0.0183892,0.061813241,7.43E-05,0.757219729,0,0.079365079,0.421052632,0.564098439,3.62E-06,0.08254459,0.25,0.214874747,0.044614434,0.807847459,0.00039206,,,,,,
5424,0.137254902,0.111129737,0.698623677,0.065223436,0.210474847,0.213018946,0.001252741,0.846323754,0.134351145,0.111111111,0.578947368,0.465603696,2.61E-05,0.061424458,0.25,0.428815933,0,0.634897034,0.000760904,,,,,,
5425,0.117647059,0.045841975,0.616751648,0.064215484,0.048521822,0.075722268,0.000331106,0.792584064,0,0.095238095,0.473684211,0.591798535,6.80E-06,0.067234886,0.25,0.282713552,0.060458488,0.824727901,0.000362189,,,,,,
5427,0.049019608,0.009296184,0.494990667,0.060838896,0.026217084,1.35E-05,0.001821934,0.699978852,0,0.03968254,0.263157895,0.384868283,2.73E-07,0.159903433,0.25,0.120429438,0.188929612,0.862568717,0.002813657,,,,,,
5428,0.098039216,0.017265158,0.574864252,0.013460531,0.037808849,0.005756496,0.000111882,0.762718237,0.07480916,0.079365079,0.368421053,0.56330962,1.22E-05,0.082853988,0.25,0.224832737,0.123853675,0.872685378,0.000646839,,,,,,
5429,0.088235294,0.052726924,0.646877289,0.011926465,0.066944704,0.03759531,0.013726565,0.814390112,0,0.071428571,0.368421053,0.47856773,1.38E-05,0.090669858,0.25,0.338882838,0.274153459,0.857685892,0.001006306,,,,,,
5431,0.098039216,0.34393386,0.739887316,0.019808544,0.025608185,0.878560235,0.01614242,0.871912964,0,0.079365079,0.526315789,0.199842501,5.65E-06,0.112771554,0.25,0.501166952,0,0.205355556,0.003584237,,,,,,
5432,0.147058824,0.052265485,0.68427848,0.067824188,0.103110946,0.008560203,0.015589715,0.838028996,0,0.119047619,0.526315789,0.614410172,4.24E-06,0.054406451,0.25,0.409522328,0.138881862,0.904031838,0.000321229,,,,,,
5435,0.019607843,0.029602936,0.561272408,0.015603059,0.006182709,6.17E-16,0.013726076,0.753789036,0,0.015873016,0.105263158,0.342691592,0,0.32866937,0.25,0.205072351,0.269025829,0.838624752,0.002986819,,,,,,
5437,0.098039216,0.0761926,0.684692703,0.001419104,0.039643583,0.006816246,0.013563734,0.838921916,0,0.079365079,0.526315789,0.404214413,4.28E-05,0.08442146,0.25,0.418391162,0,0.574669476,0.001364462,,,,,,
5440,0.049019608,0.034551053,0.596719967,0.021888303,0.020227713,0.000339986,0.014051506,0.779683718,0,0.03968254,0.263157895,0.360217809,5.29E-06,0.158256328,0.5,0.256885016,0.012826716,0.619994894,0.002442893,,,,,,
5441,0.029411765,0.032062921,0.582541912,0.025343532,0.001032265,6.11E-05,0.013920477,0.769297648,0,0.023809524,0.157894737,0.243191959,0,0.241425962,0.5,0.237280224,0.103217721,0.771029683,0.006972073,,,,,,
5442,0.147058824,0.058756151,0.708310683,0.070710798,0.073731506,0.007241172,0.014907178,0.853725592,0,0.119047619,0.578947368,0.56796446,1.39E-05,0.053068171,0.25,0.457133966,0,0.188330282,0.000485438,,,,,,
5444,0.098039216,0.036386788,0.608955292,0.001419104,0.086985697,0.00468803,0.013563734,0.787884484,0.061068702,0.079365079,0.315789474,0.628599207,2.08E-05,0.083336819,0.25,0.271977595,0,0.492499885,0.000441539,,,,,,
5446,0.098039216,0.048133266,0.659022987,0.001419104,0.024007253,0.00860369,0.013563734,0.822896351,0,0.079365079,0.473684211,0.504603333,3.21E-05,0.083566737,0.25,0.365333748,0.052420511,0.359811948,0.000691127,,,,,,
5447,0.12745098,0.120109954,0.686186086,0.04927301,0.043941726,0.213792494,0.014262433,0.838475456,0,0.103174603,0.526315789,0.490900374,7.08E-06,0.069384554,0.25,0.406410456,0.257103524,0.877219449,0.000652236,,,,,,
5450,0.117647059,0.03985347,0.628179116,0.053388197,0.067888315,0.006697773,0.000359826,0.801513265,0,0.095238095,0.473684211,0.601062183,2.56E-06,0.067380836,0.25,0.318188891,0.170013408,0.877138352,0.000249825,,,,,,
5452,0.019607843,0.004695864,0.385202185,0.126318815,0.023211385,0.002376101,8.82E-06,0.596893578,0,0.015873016,0.105263158,0.306049822,1.28E-06,0.325711966,0.25,0.04683367,0,0.188330282,0.0067223,,,,,,
5453,0.156862745,0.019743455,0.594589504,0.108153155,0.054149853,0.002093304,0.001077178,0.775618582,0,0.126984127,0.473684211,0.702090835,6.16E-07,0.051216058,0.25,0.248171775,0.039692353,0.790558817,0.000233142,,,,,,
5456,0.12745098,0.015329377,0.56759597,0.049042527,0.023503479,0.003904395,0.000355115,0.756373805,0,0.103174603,0.473684211,0.659739966,2.44E-06,0.062533218,0.25,0.2063171,0,0.374483612,0.00033147,,,,,,
5458,0.029411765,0.014260436,0.458983543,0.037437104,0.001023074,0.000290803,0.008601898,0.66715229,0,0.023809524,0.157894737,0.292666248,0,0.241425962,0.5,0.101291427,0.157341117,0.837137199,0.006186191,,,,,,
5459,0.088235294,0.017450863,0.590540535,0.032194028,0.075127525,0.005280247,6.59E-05,0.774373194,0,0.071428571,0.473684211,0.443967247,1.79E-05,0.091942254,0.25,0.247393807,0.167125724,0.876905117,0.001363208,,,,,,
5463,0.009803922,0.003792921,0.422358718,0.01304283,0.000123059,0.001303501,0.000232252,0.634419719,0,0.007936508,0.052631579,0.107509196,0,0.494283975,0.25,0.069239147,0.060139098,0.860483419,0.040684729,,,,,,
5466,0.107843137,0.019639075,0.553760679,0.032691989,0.048913458,0.005380377,8.12E-05,0.745799751,0,0.087301587,0.368421053,0.657570587,9.07E-06,0.073672264,0.5,0.193091645,0,0.195814034,0.000276683,,,,,,
5468,0.12745098,0.022854701,0.626448342,0.040799001,0.106781652,0.00451409,0.000706587,0.799257466,0.093129771,0.103174603,0.578947368,0.563946055,1.61E-06,0.062684732,0.25,0.299050879,0.085980158,0.848865249,0.00047546,,,,,,
5469,0.107843137,0.034380254,0.618647142,0.020568841,0.018788261,0.010795779,0.005357244,0.794698874,0,0.087301587,0.421052632,0.564703032,1.38E-06,0.073443366,0.25,0.302162751,0.024214069,0.792905822,0.000611042,,,,,,
5472,0.107843137,0.052966012,0.602202972,0.037883248,0.103557468,0.03254656,0.002558429,0.78201001,0,0.087301587,0.421052632,0.55920199,6.15E-06,0.07510158,0.25,0.271044033,0.085308701,0.836454414,0.000532794,,,,,,
5478,0.137254902,0.030694126,0.607270543,0.045979606,0.071134875,0.003600042,0.001618417,0.785746176,0.122137405,0.111111111,0.526315789,0.62449677,9.30E-06,0.060291581,0.25,0.271666407,0,0.194245481,0.000405918,,,,,,
5480,0.117647059,0.037527795,0.608950447,0.030684388,0.057273653,0.002974533,0.001551135,0.788142961,0,0.095238095,0.421052632,0.628254027,3.20E-05,0.066370415,0.25,0.280068461,0,0.575265587,0.000301558,,,,,,
5482,0.088235294,0.009606365,0.489329619,0.009643967,0.015390954,0.004573417,0.000110246,0.693234955,0,0.071428571,0.263157895,0.671527621,8.80E-07,0.091316602,0.25,0.118717909,0.087778438,0.85412795,0.000369686,,,,,,
5485,0.117647059,0.193921661,0.693066791,0.053030731,0.039627818,0.485241753,0.000325647,0.842869563,0,0.095238095,0.526315789,0.373765393,1.54E-05,0.085109423,0.25,0.413412167,0,0.379974108,0.001169734,,,,,,
5487,0.068627451,0.008649538,0.495544175,0.067405604,0.020515007,0.000182226,0.000907926,0.698169514,0,0.055555556,0.368421053,0.449944434,2.82E-06,0.114996955,0.25,0.121518593,0.087455886,0.846429539,0.001687455,,,,,,
5488,0.166666667,0.07534834,0.682413265,0.107411963,0.111595021,0.062608452,0.003037795,0.836031675,0.076335878,0.134920635,0.526315789,0.654241491,4.53E-07,0.047738427,0.25,0.405632488,0.002535618,0.679702758,0.000195766,,,,,,
5497,0.098039216,0.025443165,0.577890987,0.01072321,0.020919322,0.00287399,0.002049238,0.764292596,0,0.079365079,0.368421053,0.606566119,6.71E-06,0.080516317,0.25,0.236502256,0.078598353,0.897008263,0.000353201,,,,,,
5499,0.137254902,0.046205922,0.645117447,0.067948585,0.198246754,0.003573091,0.003690034,0.812486782,0,0.111111111,0.526315789,0.616890522,7.56E-06,0.057446834,0.25,0.343861833,0,0.157054984,0.000212159,,,,,,
5501,0.019607843,0.008924036,0.475048614,0.015799748,4.72E-05,0.000333567,0.000669226,0.683436332,0,0.015873016,0.105263158,0.173599689,0,0.333041184,0.25,0.10533686,0,0.580831827,0.015987816,,,,,,
5502,0.107843137,0.033003067,0.586060386,0.022429389,0.104033513,0.00516135,0.000236323,0.77028456,0,0.087301587,0.473684211,0.535846884,9.48E-06,0.073455996,0.25,0.239614128,0.079024733,0.844825264,0.000805112,,,,,,
5503,0.137254902,0.018677052,0.584466475,0.083910086,0.185118242,0.001993228,0.000835651,0.769767606,0,0.111111111,0.526315789,0.687578585,6.50E-06,0.056488934,0.25,0.225299518,0.000671456,0.555670331,0.000202596,,,,,,
5505,0.137254902,0.031856229,0.605375048,0.129540984,0.068329894,0.005444549,0.019050596,0.783983833,0.112977099,0.111111111,0.473684211,0.634780206,6.25E-06,0.060782022,0.5,0.270732846,0.064851415,0.790983588,0.000361999,,,,,,
5509,0.107843137,0.140862715,0.675262467,0.039210689,0.058503983,0.323828195,0.000213408,0.831661066,0,0.087301587,0.526315789,0.376382527,8.75E-06,0.087134971,0.25,0.377003267,0,0.187173497,0.001208436,,,,,,
5510,0.117647059,0.030551433,0.618475155,0.076199447,0.120498135,0.012569758,0.002178776,0.795380313,0.082061069,0.095238095,0.368421053,0.604022069,9.09E-07,0.067414743,0.25,0.291893574,0.038073795,0.807899008,0.000340177,,,,,,
5512,0.098039216,0.013831526,0.572430995,0.032876812,0.02363752,0.0056443,0.000117108,0.760321451,0,0.079365079,0.368421053,0.563649885,1.13E-08,0.081941873,0.25,0.220009336,0.000523884,0.717991097,0.000657051,,,,,,
5515,0.107843137,0.022646113,0.569436961,0.024202982,0.026574061,0.002261907,0.000395763,0.758488615,0,0.087301587,0.368421053,0.641239695,1.60E-06,0.073656677,0.25,0.220476116,0.008498615,0.686654879,0.000408262,,,,,,
5516,0.098039216,0.043687768,0.606350047,0.019995171,0.026647831,0.085245238,0.000340716,0.785440703,0,0.079365079,0.421052632,0.522833764,5.64E-06,0.082642291,0.5,0.263419947,0.363749151,0.894783651,0.000416439,,,,,,
5517,0.117647059,0.02838195,0.637758327,0.028508227,0.153579273,0.017100309,0.000599731,0.808092676,0,0.095238095,0.526315789,0.538567394,2.30E-05,0.067164317,0.25,0.31772211,0,0.742588479,0.000388979,,,,,,
5519,0.176470588,0.029180411,0.630195728,0.015938274,0.038255736,0.00981113,0.00422177,0.801583758,0,0.142857143,0.473684211,0.742982847,6.36E-06,0.045603591,0.25,0.312587521,0,0.686866272,0.000116826,,,,,,
5520,0.137254902,0.022143382,0.613667987,0.065137997,0.085520288,0.010468137,0.001643578,0.790328266,0,0.111111111,0.526315789,0.612405825,3.90E-06,0.056790033,0.25,0.276956589,0,0.576104292,0.000448285,,,,,,
5527,0.009803922,0.002600368,0.368220252,0.009781494,0.007672668,0.000257153,0.000162183,0.579340649,0,0.007936508,0.052631579,0.147941027,1.87E-06,0.494283975,0.5,0.039209585,0,0.683832677,0.029119833,,,,,,
5528,0.137254902,0.074618332,0.678509637,0.184695654,0.164596547,0.118265737,0.000972961,0.833775877,0,0.111111111,0.578947368,0.52774899,4.83E-06,0.058236085,0.25,0.393340594,0.017624941,0.741538544,0.000539225,,,,,,
5531,0.019607843,0.003997591,0.412440377,0.031111415,0.00234824,0.000134204,0.000174432,0.623493197,0,0.015873016,0.105263158,0.217556346,0,0.325711966,0.25,0.06674965,0.00012491,0.383907229,0.012053421,,,,,,
5533,0.039215686,0.006744592,0.44597912,0.050538111,0.000712391,9.67E-05,0.00047884,0.654369434,0,0.031746032,0.210526316,0.379958713,0,0.190854359,0.25,0.085576474,0.035071741,0.791855961,0.002465499,,,,,,
5534,0.107843137,0.006709444,0.485934686,0.051011755,0.073124644,0.00196306,0.000117742,0.688723359,0,0.087301587,0.263157895,0.755919172,1.87E-06,0.075447369,0.25,0.120273845,0.087921795,0.859218231,0.000212439,,,,,,
5539,0.166666667,0.052018683,0.660360128,0.154844096,0.069521677,0.054937114,0.004823766,0.822661372,0,0.134920635,0.526315789,0.679334414,9.16E-07,0.046849434,0.25,0.361755096,0.093006734,0.855782005,0.000159729,,,,,,
5540,0.107843137,0.041449193,0.619505867,0.033543105,0.058935667,0.006544553,0.000157778,0.794675377,0,0.087301587,0.526315789,0.500998627,2.37E-05,0.073900984,0.25,0.302162751,0,0.679410317,0.000908861,,,,,,
5546,0.12745098,0.021057103,0.603479554,0.040660596,0.164175912,0.004849133,0.000678948,0.782879432,0,0.103174603,0.473684211,0.636808574,3.97E-06,0.06171616,0.25,0.264197915,0,0.190687408,0.000347726,,,,,,
5549,0.088235294,0.030261789,0.549844939,0.019365948,0.089854031,0.002144412,9.64E-05,0.742862514,0,0.071428571,0.315789474,0.614139451,7.16E-06,0.089711154,0.5,0.196981484,0,0.379461496,0.000370333,,,,,,
